,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1877,1878,CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.56800000000004,4,0.2,-44.2764
1878,1879,CA-2017-118885,12/29/2017,1/2/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
1885,1886,CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148
1924,1925,CA-2017-126865,12/5/2017,12/7/2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823
1926,1927,US-2016-139710,6/9/2016,6/15/2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
2000,2001,CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945
2001,2002,CA-2017-166128,4/11/2017,4/18/2017,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0.0,14.2324
2016,2017,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.567999999999998,2,0.2,6.3684
2017,2018,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714
2018,2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736
2019,2020,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686
2024,2025,US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714
2068,2069,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0.0,69.986
2069,2070,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394
2071,2072,US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,91761,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,0.2,-46.137
2075,2076,CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,0.0,28.518
2082,2083,CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0.0,16.848
2107,2108,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,19.98,1,0.0,9.3906
2108,2109,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485
2109,2110,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,5.04,3,0.0,1.26
2110,2111,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5,0.0,8.027000000000001
2111,2112,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.13599999999997,4,0.2,20.195999999999998
2112,2113,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0.0,8.019
2113,2114,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1295.84,4,0.2,145.782
2114,2115,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,46.84,2,0.0,12.6468
2115,2116,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,0.15,20.0392
2117,2118,CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,95207,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,0.0,73.5448
2148,2149,CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,0.0,4.331
2155,2156,CA-2016-111115,7/25/2016,7/27/2016,Second Class,LB-16735,Larry Blacks,Consumer,United States,Los Angeles,California,90032,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,6,0.0,10.74
2172,2173,CA-2014-152296,8/1/2014,8/3/2014,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,0.2,6.9132
2190,2191,CA-2016-118913,6/25/2016,6/29/2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,0.0,17.0268
2213,2214,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.2,0.504
2214,2215,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,61.776,13,0.2,20.8494
2215,2216,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,0.0,60.49
2216,2217,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123,West,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.60799999999999,4,0.2,9.5032
2229,2230,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588
2230,2231,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0.0,14.8344
2239,2240,CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.7919999999999,1,0.2,381.29699999999997
2240,2241,CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.135999999999996,7,0.2,13.3476
2247,2248,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128
2248,2249,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375
2249,2250,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176
2250,2251,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,0.0,157.0176
2251,2252,CA-2015-116092,2/15/2015,2/18/2015,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.3312
2257,2258,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.97200000000001
2258,2259,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138
2272,2273,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.0,95.7572
2273,2274,CA-2015-142944,3/6/2015,3/11/2015,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,377.9946
2288,2289,CA-2017-143343,6/10/2017,6/13/2017,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,5,0.0,4.756
2366,2367,CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,0.2,-18.1068
2382,2383,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4,0.0,45.7704
2383,2384,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,16.02,9,0.0,4.4856
2384,2385,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,185.92,4,0.2,62.748000000000005
2385,2386,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-PH-10000141,Technology,Phones,Clearsounds A400,211.168,4,0.2,15.8376
2386,2387,US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295,Christina VanderZanden,Consumer,United States,Fresno,California,93727,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98400000000004,2,0.2,59.998000000000005
2387,2388,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,7.86,2,0.0,3.6156
2388,2389,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,92105,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624
2397,2398,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,2,0.0,2.8224
2398,2399,CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700,Nora Preis,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,6,0.0,4.3368
2404,2405,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.0,200.8638
2405,2406,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,-28.9674
2406,2407,CA-2017-108574,10/7/2017,10/11/2017,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,26.973000000000003
2407,2408,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,5,0.0,7.986000000000001
2408,2409,CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010,Tamara Manning,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,130.4913
2412,2413,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,2,0.0,5.8604
2413,2414,CA-2014-151295,11/12/2014,11/16/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,3,0.2,31.4532
2446,2447,CA-2015-100573,9/25/2015,10/1/2015,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156
2473,2474,CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,-29.9178
2474,2475,CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0.0,29.0325
2475,2476,CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,0.0,41.2237
2476,2477,CA-2016-114972,11/3/2016,11/6/2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.0,429.5772
2491,2492,CA-2014-113579,12/13/2014,12/15/2014,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,0.0,41.5104
2503,2504,CA-2016-149482,11/14/2016,11/19/2016,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0.0,3.4686
2504,2505,CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,0.0,15.0416
2505,2506,CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,0.0,327.506
2506,2507,CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,8,0.0,34.2848
2545,2546,CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,0.0,2.0592
2546,2547,CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,1,0.15,-6.0489999999999995
2616,2617,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,5.78,2,0.0,2.7166
2617,2618,CA-2017-147942,4/1/2017,4/5/2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.025
2658,2659,CA-2016-150343,8/16/2016,8/20/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,5.1042
2674,2675,CA-2017-136875,12/3/2017,12/3/2017,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3,0.0,79.8912
2684,2685,CA-2017-137085,6/29/2017,7/6/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,312.552,9,0.2,101.5794
2708,2709,CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.36,7,0.0,81.8496
2709,2710,CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.976,3,0.2,215.9973
2718,2719,CA-2017-144827,12/21/2017,12/27/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2,0.0,33.5772
2723,2724,CA-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5,0.0,6.7915
2724,2725,CA-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856
2742,2743,CA-2014-149244,11/4/2014,11/8/2014,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292
2750,2751,CA-2014-154669,8/8/2014,8/11/2014,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,0.0,110.0528
2751,2752,CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2,0.2,22.5296
2752,2753,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224
2753,2754,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.0,129.34799999999998
2754,2755,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965
2755,2756,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,5,0.0,419.8185
2756,2757,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,11.96,2,0.0,5.8604
2775,2776,CA-2016-144729,10/21/2016,10/25/2016,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0.0,1.5444
2777,2778,CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.46599999999998,2,0.15,-13.7976
2803,2804,CA-2015-159380,5/12/2015,5/16/2015,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,12.84,3,0.0,5.778
2804,2805,CA-2015-159380,5/12/2015,5/16/2015,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,25.68,6,0.0,11.556
2819,2820,CA-2016-160500,5/5/2016,5/8/2016,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,0.2,2.352
2820,2821,CA-2016-160500,5/5/2016,5/8/2016,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,3,0.2,7.4694
2821,2822,CA-2017-100202,12/31/2016,1/5/2017,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
2835,2836,CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0.0,2.8314
2836,2837,CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0.0,9.3312
2837,2838,CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52
2863,2864,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.4888
2864,2865,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,7,0.0,22.6233
2865,2866,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.4752
2866,2867,US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,4,0.0,9.2568
